group_label,model_name,component_count,parameter_name,value,error
31-40,tsallis,3,norm_1,751.0300176416382,33.31924113401669
31-40,tsallis,3,temperature_1,0.13391168171814363,0.001427483531136725
31-40,tsallis,3,q_1,1.142071581101145,0.0007252940414773645
31-40,tsallis,3,norm_2,2054.370164103456,1409.631988998864
31-40,tsallis,3,temperature_2,0.07206952911017626,0.012452112773523618
31-40,tsallis,3,q_2,1.003296401820994,0.15412199815179306
31-40,tsallis,3,norm_3,2004.1876584586228,1434.1296140635618
31-40,tsallis,3,temperature_3,0.07158252320908691,0.01310337227334028
31-40,tsallis,3,q_3,1.004164514997919,0.1251781897523231
31-40,blast_wave,3,norm_1,1.8872058822151747,0.43734889988030523
31-40,blast_wave,3,temperature_1,0.2735741100055087,0.011440682446711592
31-40,blast_wave,3,beta_s_1,0.9894525156527313,0.0009962874943312827
31-40,blast_wave,3,n_1,3.4962163153972496,2.103853627022776
31-40,blast_wave,3,norm_2,5879.835652026146,166.4591295470832
31-40,blast_wave,3,temperature_2,0.11109490027084357,0.0008888609433651759
31-40,blast_wave,3,beta_s_2,0.9301033992852732,0.002382579439427379
31-40,blast_wave,3,n_2,1.803819431378215,0.06088357925733612
31-40,blast_wave,3,norm_3,551.1185468518526,54.22640340697225
31-40,blast_wave,3,temperature_3,0.13046621096072666,0.002202613295923722
31-40,blast_wave,3,beta_s_3,0.9804564540673221,0.0014110456396700943
31-40,blast_wave,3,n_3,2.934692136893727,0.3620900644999001
41-50,manuscript_juttner,1,norm_1,342.27000558072007,12.791395243452286
41-50,manuscript_juttner,1,temperature_1,0.5183108278530101,0.004856033323855924
41-50,manuscript_juttner,1,U_1,2.9999997803157,0.02247396163792903
41-50,exact_bose_einstein,1,norm_1,249.15594562277732,8.338402446281123
41-50,exact_bose_einstein,1,temperature_1,0.5553591594176306,0.0045805356778773065
41-50,exact_bose_einstein,1,U_1,2.9999996664164352,0.03620152135245358
41-50,tsallis,1,norm_1,2023.56422233183,78.07195443094645
41-50,tsallis,1,temperature_1,0.11810524611510138,0.0013328879563294302
41-50,tsallis,1,q_1,1.1564266457447607,0.000799010516463583
41-50,blast_wave,1,norm_1,3301.61231124952,142.13469645172268
41-50,blast_wave,1,temperature_1,0.16064308488091114,0.001896567362723492
41-50,blast_wave,1,beta_s_1,0.9455260756134938,0.0016006293919030856
41-50,blast_wave,1,n_1,3.999999929493404,0.02488465945770857
41-50,manuscript_juttner,2,norm_1,5.181599259701497,0.48658642446431344
41-50,manuscript_juttner,2,temperature_1,1.0898729859260525,0.015654903004398535
41-50,manuscript_juttner,2,U_1,2.9999998895015625,0.11227452433270058
41-50,manuscript_juttner,2,norm_2,1482.7618762377256,76.55012281017434
41-50,manuscript_juttner,2,temperature_2,0.3411680627004957,0.004927143955249458
41-50,manuscript_juttner,2,U_2,2.99999500137392,0.09080696545188927
41-50,exact_bose_einstein,2,norm_1,910.949961540965,38.461274802851676
41-50,exact_bose_einstein,2,temperature_1,0.38100296939051276,0.009476334828455557
41-50,exact_bose_einstein,2,U_1,2.9909365532849854,0.3018265910796767
41-50,exact_bose_einstein,2,norm_2,3.119005793904477,0.21048861166820654
41-50,exact_bose_einstein,2,temperature_2,1.1736357509439792,0.011928686595607974
41-50,exact_bose_einstein,2,U_2,2.999995914202623,0.10405109604378016
41-50,tsallis,2,norm_1,853.9220427221877,69.46540868216744
41-50,tsallis,2,temperature_1,0.14759932614191287,0.0030098927863121266
41-50,tsallis,2,q_1,1.1438398290389804,0.0013021656185495667
41-50,tsallis,2,norm_2,7257.179730409696,3663.7000274441198
41-50,tsallis,2,temperature_2,0.0701301689539745,0.011561031089914311
41-50,tsallis,2,q_2,1.010812620532712,0.0431013856619058
41-50,blast_wave,2,norm_1,32.21126081609106,1.623711931043541
41-50,blast_wave,2,temperature_1,0.24897384148422663,0.004725531755124898
41-50,blast_wave,2,beta_s_1,0.9811145588578344,0.001668838359613234
41-50,blast_wave,2,n_1,3.9963711656885477,2.0715256731176295
