beta_s,T_kin_gev,chi2,norm,n_val,delta_chi2,inside_68cl
0.1,0.33400812111682476,8655.82514524607,631.2596649476304,0.1000000056487252,7488.451409829502,False
0.13541666666666669,0.33236500605830543,8518.961078917353,639.9447081024192,0.10000000000284379,7351.587343500785,False
0.17083333333333334,0.32987627052899626,8350.905746077202,653.638042441502,0.10000000000542614,7183.532010660634,False
0.20625,0.32636836104983724,8159.153456764747,673.8711516334541,0.10000001749988813,6991.779721348179,False
0.24166666666666667,0.32170960038489665,7952.250207186706,702.3138139148715,0.10000000102725531,6784.876471770138,False
0.27708333333333335,0.3158598629726711,7739.199359634409,740.4853963023965,0.10000000000285951,6571.825624217841,False
0.3125,0.308844632373416,7528.844946168283,790.0357482486362,0.10000000000678547,6361.471210751715,False
0.34791666666666665,0.3007500559077121,7329.359170160573,852.718792670344,0.10000000000276228,6161.985434744005,False
0.3833333333333333,0.2917024291568473,7147.904057142305,930.5165152510594,0.10000000000000171,5980.530321725737,False
0.41874999999999996,0.28184355998928357,6990.466530209264,1025.7956057471613,0.1000000000534133,5823.092794792696,False
0.4541666666666666,0.27131552425060773,6861.820382861764,1141.4833984125917,0.10000000000258687,5694.4466474451965,False
0.48958333333333337,0.26024940193002943,6765.558228008051,1281.2460643558857,0.10000002278675715,5598.184492591483,False
0.525,0.2719235068545423,6644.905839305127,1136.349512899591,0.49999344392310374,5477.5321038885595,False
0.5604166666666667,0.2736529858869151,6471.359289931069,1118.1581613759479,0.7726761451097774,5303.9855545145,False
0.5958333333333333,0.2737650773838734,6259.5988292469,1119.1588892616203,1.0360993328173385,5092.225093830331,False
0.63125,0.2730689067201708,6007.297691058825,1130.212854609142,1.3049870426952128,4839.923955642256,False
0.6666666666666666,0.2717649760494931,5708.967812975855,1149.6060051962095,1.5861926737990388,4541.594077559286,False
0.7020833333333333,0.26984754466806915,5356.9210166476505,1178.355433889868,1.8845861938047341,4189.547281231082,False
0.7374999999999999,0.26718495127973346,4941.49675624971,1219.6394690228235,2.205407968507478,3774.123020833142,False
0.7729166666666666,0.26345293506968065,4451.486304624761,1280.5503730094206,2.5523789226428777,3284.112569208193,False
0.8083333333333332,0.25801930566666254,3875.6533757717016,1375.7653417187475,2.924958182810603,2708.2796403551333,False
0.84375,0.2497665002569686,3207.287605539782,1536.9756001669389,3.3109264047188187,2039.9138701232137,False
0.8791666666666667,0.236539728426275,2456.959816205661,1844.910259000452,3.6619149201557093,1289.5860807890926,False
0.9145833333333333,0.21403306196244343,1691.188191586575,2563.7905202902157,3.821282321320346,523.8144561700067,False
0.95,0.169338499988703,1167.3737354165683,5408.917864010816,3.1318297878791066,0.0,True
