,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2,norm_3,temperature_3,beta_s_3,n_3
norm_1,258595.3282929461,-62.163005161289135,-5.61041703222199,-0.00021368606671581168,-1225751039.084222,29.57036886378137,-1980.2474808313364,-9929.67146947047,-53824113.20251377,52.36026913267544,-64.58486757856336,1767.179236402391
temperature_1,-62.163005161289135,0.016074334675938027,-0.0006148317218243336,1.1804672256439056e-07,280730.8915194079,-0.00678183010761723,0.4576588912179439,2.2955167998268946,12487.102540016494,-0.012162249738954767,0.01363458484454448,-0.4168999288251069
beta_s_1,-5.61041703222199,-0.0006148317218243336,0.0036658677295679613,1.18841631405723e-07,57593.800903276875,-0.0013687462143444466,0.08383728682109169,0.41894109742491414,2146.722672925642,-0.002081953835672787,0.004806958359771425,-0.05643044895989227
n_1,-0.00021368606671581168,1.1804672256439056e-07,1.18841631405723e-07,2.354364190761921e-06,-2.7196205444812183,6.418988971736316e-08,-3.652156461964248e-06,-1.8204871759253673e-05,-0.08079931250416508,8.82255824186371e-08,-7.503739777001871e-08,1.6963715346375607e-06
norm_2,-1225751039.084222,280730.8915194079,57593.800903276875,-2.7196205444812183,14738428773737.613,-329198.01141238026,35152195.71021063,176032446.8043045,323561183613.6244,-319394.06280944234,387592.0538934391,-9501529.214820325
temperature_2,29.57036886378137,-0.00678183010761723,-0.0013687462143444466,6.418988971736316e-08,-329198.01141238026,0.007403855468724415,-0.7614187879503762,-3.812052797223541,-7731.721303467575,0.007628881651569412,-0.00926671532671531,0.22816531475680527
beta_s_2,-1980.2474808313364,0.4576588912179439,0.08383728682109169,-3.652156461964248e-06,35152195.71021063,-0.7614187879503762,128.11501166359332,760.6134606271229,464944.2461283987,-0.45796260245198844,0.5643823650223728,-14.727379073143682
n_2,-9929.67146947047,2.2955167998268946,0.41894109742491414,-1.8204871759253673e-05,176032446.8043045,-3.812052797223541,760.6134606271229,17286.24419256852,2322567.983102646,-2.2875214607073575,2.820558151680776,-73.75284786968791
norm_3,-53824113.20251377,12487.102540016494,2146.722672925642,-0.08079931250416508,323561183613.6244,-7731.721303467575,464944.2461283987,2322567.983102646,12840116158.996416,-12602.770391282627,15510.214132500858,-396152.3708816176
temperature_3,52.36026913267544,-0.012162249738954767,-0.002081953835672787,8.82255824186371e-08,-319394.06280944234,0.007628881651569412,-0.45796260245198844,-2.2875214607073575,-12602.770391282627,0.012379581074390938,-0.015166764079395028,0.38747880991496825
beta_s_3,-64.58486757856336,0.01363458484454448,0.004806958359771425,-7.503739777001871e-08,387592.0538934391,-0.00926671532671531,0.5643823650223728,2.820558151680776,15510.214132500858,-0.015166764079395028,0.020517665171368,-0.4763668114412975
n_3,1767.179236402391,-0.4168999288251069,-0.05643044895989227,1.6963715346375607e-06,-9501529.214820325,0.22816531475680527,-14.727379073143682,-73.75284786968791,-396152.3708816176,0.38747880991496825,-0.4763668114412975,12.600927532139066
