,norm_1,temperature_1,beta_s_1,n_1
norm_1,4741120.488201033,-17.223959816992735,11.118231913300464,-351.1014717879024
temperature_1,-17.223959816992735,6.271729887279834e-05,-4.041736956569644e-05,0.0012902608748317022
beta_s_1,11.118231913300464,-4.041736956569644e-05,2.6666612692777405e-05,-0.000806651894345159
n_1,-351.1014717879024,0.0012902608748317022,-0.000806651894345159,0.02852749420095597
