,norm_1,temperature_1,U_1
norm_1,654.5513028692063,-0.11634938478374234,-1.3376580025583095e-07
temperature_1,-0.11634938478374234,2.1479035417934575e-05,-4.232208352336311e-10
U_1,-1.3376580025583095e-07,-4.232208352336311e-10,2.695572025398423e-09
