,norm_1,temperature_1,q_1,norm_2,temperature_2,q_2
norm_1,1.299343647391331e-05,0.0016294569506571288,-7.315945854127585e-07,-1.0639485948338663e-08,-4.6465446558006555e-10,8.411767539991404e-10
temperature_1,0.0016294569506571288,0.9463203164599586,-0.00012368711741795422,-1.181208295617603e-06,-6.01908861294742e-08,9.811478420328746e-08
q_1,-7.315945854127585e-07,-0.00012368711741795422,0.11718305982492709,1.267964342408267e-09,3.6573980214773025e-12,-1.4619169941173654e-11
norm_2,-1.0639485948338663e-08,-1.181208295617603e-06,1.267964342408267e-09,3.997235449460233,-3.742358182442698e-05,3.147907022784843e-05
temperature_2,-4.6465446558006555e-10,-6.01908861294742e-08,3.6573980214773025e-12,-3.742358182442698e-05,9.883269832583024e-08,-2.224212404976532e-07
q_2,8.411767539991404e-10,9.811478420328746e-08,-1.4619169941173654e-11,3.147907022784843e-05,-2.224212404976532e-07,7.090236485794724e-07
