,norm_1,temperature_1,beta_s_1,n_1
norm_1,638841524.7344977,-692.3649585179849,365.2878551286577,-10225.177771054376
temperature_1,-692.3649585179849,0.0007504734641239723,-0.00039591076512341436,0.011090646201224656
beta_s_1,365.2878551286577,-0.00039591076512341436,0.00020909412532971107,-0.005841201324460759
n_1,-10225.177771054376,0.011090646201224656,-0.005841201324460759,0.16484080324004305
