,norm_1,temperature_1,q_1
norm_1,73853.80716447931,-0.43643834462114367,0.3881782521596446
temperature_1,-0.43643834462114367,2.642814325386842e-06,-2.4541020456754627e-06
q_1,0.3881782521596446,-2.4541020456754627e-06,2.6383338341182987e-06
