,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2,norm_3,temperature_3,beta_s_3,n_3
norm_1,139.09354384582554,-0.01949467450923086,-0.033630713260353204,0.4226796184185654,-16413.346355192818,-0.0018197039550122255,0.19340095091973455,9.417597269507782,-1490.8789454738092,-0.0017440301501132132,-0.01274747826045512,0.45785208001362127
temperature_1,-0.01949467450923086,4.1694224491016655e-05,-3.288392752106342e-05,0.0006587437979638759,-7.562239287159165,-8.289143524287853e-07,0.00013666568352339555,0.0077188571962338,0.18727346008425802,-2.331757419563238e-07,-1.0609859345471149e-05,0.0001280636943209308
beta_s_1,-0.033630713260353204,-3.288392752106342e-05,0.00022467723985248307,0.004819657002126107,16.460000134516665,1.6970883059012156e-06,-0.00040314503347975314,-0.025830426729562796,-0.32840877547528263,7.704805108935316e-07,3.130663887106305e-05,-0.00027628632039751916
n_1,0.4226796184185654,0.0006587437979638759,0.004819657002126107,0.2507523633505886,-570.0487529485384,-6.718163698081778e-05,0.005160804777631945,0.15221338571394463,-13.06129126336907,6.2790595663038195e-06,0.0009155302298950558,0.015061225129507617
norm_2,-16413.346355192818,-7.562239287159165,16.460000134516665,-570.0487529485384,3200451249.0314016,-384.1960294508362,-3284.275570809074,-266618.2690475814,-2666400.946053988,-0.2870208053968814,-3.166356217204402,-508.7939606149883
temperature_2,-0.0018197039550122255,-8.289143524287853e-07,1.6970883059012156e-06,-6.718163698081778e-05,-384.1960294508362,5.370597987556866e-05,0.0009022392810058076,0.05161787465806584,-0.20931675767014296,9.023332023324575e-09,-3.717166687265427e-07,-4.683068178742859e-05
beta_s_2,0.19340095091973455,0.00013666568352339555,-0.00040314503347975314,0.005160804777631945,-3284.275570809074,0.0009022392810058076,7.752622256812547,135.95129159305583,94.08086747570393,4.4991999902522804e-05,5.9784887096406046e-05,0.0158210498746003
n_2,9.417597269507782,0.0077188571962338,-0.025830426729562796,0.15221338571394463,-266618.2690475814,0.05161787465806584,135.95129159305583,2605.2572239035,7327.122638909763,0.003773362486377076,0.0029184278709180563,1.1328157798527543
norm_3,-1490.8789454738092,0.18727346008425802,-0.32840877547528263,-13.06129126336907,-2666400.946053988,-0.20931675767014296,94.08086747570393,7327.122638909763,1087907.3398985341,-0.6100053623982223,1.0267693869370915,24.12912068793367
temperature_3,-0.0017440301501132132,-2.331757419563238e-07,7.704805108935316e-07,6.2790595663038195e-06,-0.2870208053968814,9.023332023324575e-09,4.4991999902522804e-05,0.003773362486377076,-0.6100053623982223,8.659617252934209e-07,5.512259437671605e-08,2.6162343063124435e-05
beta_s_3,-0.01274747826045512,-1.0609859345471149e-05,3.130663887106305e-05,0.0009155302298950558,-3.166356217204402,-3.717166687265427e-07,5.9784887096406046e-05,0.0029184278709180563,1.0267693869370915,5.512259437671605e-08,1.625549829651411e-05,4.4739653336114606e-05
n_3,0.45785208001362127,0.0001280636943209308,-0.00027628632039751916,0.015061225129507617,-508.7939606149883,-4.683068178742859e-05,0.0158210498746003,1.1328157798527543,24.12912068793367,2.6162343063124435e-05,4.4739653336114606e-05,0.010303674208288796
