,norm_1,temperature_1,beta_s_1,n_1
norm_1,495202227.9557026,-190.08181359903156,76.65231334968557,-2286.1528785557734
temperature_1,-190.08181359903156,7.300425554361269e-05,-2.9426250093873192e-05,0.0008809168118836341
beta_s_1,76.65231334968557,-2.9426250093873192e-05,1.1939657220826174e-05,-0.00035196229496653155
n_1,-2286.1528785557734,0.0008809168118836341,-0.00035196229496653155,0.010965883168753863
