,norm_1,temperature_1,q_1
norm_1,8687.636755006766,-0.21134394426360553,0.16829742187142602
temperature_1,-0.21134394426360553,5.3618380319401935e-06,-4.545550368097498e-06
q_1,0.16829742187142602,-4.545550368097498e-06,4.4242997942056495e-06
