,norm_1,temperature_1,beta_s_1,n_1
norm_1,174690.9224456833,-1.8874685476461237,1.3018002467929393,-63.82283679977657
temperature_1,-1.8874685476461237,2.057484145858433e-05,-1.4071063476273489e-05,0.000716106941548125
beta_s_1,1.3018002467929393,-1.4071063476273489e-05,1.1059580365517782e-05,-0.0004224892631260866
n_1,-63.82283679977657,0.000716106941548125,-0.0004224892631260866,0.030325486419958556
