,norm_1,temperature_1,U_1
norm_1,527.22761274416,-0.1012802728619294,-5.314608907926023e-08
temperature_1,-0.1012802728619294,2.0209579878692135e-05,-1.8285749121378605e-10
U_1,-5.314608907926023e-08,-1.8285749121378605e-10,1.7766592662667452e-10
