,norm_1,temperature_1,q_1
norm_1,25339.136254118806,-0.2797991827310235,0.23408316307967625
temperature_1,-0.2797991827310235,3.1809005895448605e-06,-2.7878323374225815e-06
q_1,0.23408316307967625,-2.7878323374225815e-06,2.7972249412300603e-06
