,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2,norm_3,temperature_3,beta_s_3,n_3
norm_1,125.05076034413852,-0.0690256118158382,-0.19673226770706315,0.5978028138109722,-3195.6025579363186,-0.0011516585176877178,-0.09295287965107273,-0.03150570778917155,-270.83345188770795,-0.009017160723699383,-0.07790262979403652,0.6953498706537721
temperature_1,-0.0690256118158382,0.00048696034127436845,-0.0005585614862507978,0.002095378096136751,-4.318837967983746,-1.1394421787632228e-06,5.745150505002991e-05,0.0012024124556353141,0.09835680616913979,-6.6228302617492116e-06,-0.0002571769446931926,0.00015491203426336056
beta_s_1,-0.19673226770706315,-0.0005585614862507978,0.002039528810023216,0.009571932202638692,17.091546966841992,4.504884214702901e-06,-8.42397421025773e-05,-0.004129891766780784,0.4376296259256372,2.8457325567321737e-05,0.0005350114693282497,-0.0029424646832236193
n_1,0.5978028138109722,0.002095378096136751,0.009571932202638692,0.43344055484815985,35.92481006215795,4.135940978699368e-06,0.0016288495799910545,0.0066991527615998595,-7.950519471637898,-9.930461784700417e-05,0.002719328608177183,0.03064900701748436
norm_2,-3195.6025579363186,-4.318837967983746,17.091546966841992,35.92481006215795,66674509.33753502,-20.72727037972534,218.0391376468025,-1301.2731600058737,-352739.9101572798,-3.590811898863793,6.338274353979828,-563.7348769113363
temperature_2,-0.0011516585176877178,-1.1394421787632228e-06,4.504884214702901e-06,4.135940978699368e-06,-20.72727037972534,9.620883058041503e-06,5.36589682081608e-05,0.0007139279094491344,-0.12361425618561832,-1.2177055550963836e-06,3.629267676060435e-06,-0.000165506379888808
beta_s_2,-0.09295287965107273,5.745150505002991e-05,-8.42397421025773e-05,0.0016288495799910545,218.0391376468025,5.36589682081608e-05,0.008504791961586586,0.03616169450690174,-8.706029254118697,-0.00016114646327408614,0.0006571169344171257,-0.009347074215460043
n_2,-0.03150570778917155,0.0012024124556353141,-0.004129891766780784,0.0066991527615998595,-1301.2731600058737,0.0007139279094491344,0.03616169450690174,0.4344624290624183,-1.109794754725381,-0.0002943156213746017,0.0037706701665282992,0.049541724625252026
norm_3,-270.83345188770795,0.09835680616913979,0.4376296259256372,-7.950519471637898,-352739.9101572798,-0.12361425618561832,-8.706029254118697,-1.109794754725381,39890.96983811807,-0.3275972597354727,0.7531649698171756,19.262180189253375
temperature_3,-0.009017160723699383,-6.6228302617492116e-06,2.8457325567321737e-05,-9.930461784700417e-05,-3.590811898863793,-1.2177055550963836e-06,-0.00016114646327408614,-0.0002943156213746017,-0.3275972597354727,2.3066139984547753e-05,-1.1220357637264475e-05,0.0005768501229361955
beta_s_3,-0.07790262979403652,-0.0002571769446931926,0.0005350114693282497,0.002719328608177183,6.338274353979828,3.629267676060435e-06,0.0006571169344171257,0.0037706701665282992,0.7531649698171756,-1.1220357637264475e-05,0.0005563248974411778,0.0014121602469461788
n_3,0.6953498706537721,0.00015491203426336056,-0.0029424646832236193,0.03064900701748436,-563.7348769113363,-0.000165506379888808,-0.009347074215460043,0.049541724625252026,19.262180189253375,0.0005768501229361955,0.0014121602469461788,0.08258095631983878
