,norm_1,temperature_1,beta_s_1,n_1
norm_1,14734.19807744418,-0.3595864619579242,0.4589726522706051,-1.6356763467203943e-07
temperature_1,-0.3595864619579242,9.051762115907551e-06,-1.2052127149802281e-05,5.151471188729797e-12
beta_s_1,0.4589726522706051,-1.2052127149802281e-05,1.8081964183980302e-05,-3.2743212970279567e-12
n_1,-1.6356763467203943e-07,5.151471188729797e-12,-3.2743212970279567e-12,1.1118703737694179e-11
