,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2,norm_3,temperature_3,beta_s_3,n_3
norm_1,296.78528605619084,-0.07249444933637322,-0.21218841004223316,0.06743537311709212,-10997.74106126685,-0.0006421194857547908,0.13103221412280994,0.8156483374506536,-2577.3649325646406,-0.006486227547223549,-0.025713089071897927,0.7590024517998827
temperature_1,-0.07249444933637322,0.0002692876378263594,-0.0002812413017710123,8.944479353021844e-05,-16.606925197270964,-4.816875345187214e-07,0.0003265797924243659,0.0030063756013451607,0.21108337001631838,-2.1318414538911756e-06,-4.935662832163277e-05,0.00041642503473962394
beta_s_1,-0.21218841004223316,-0.0002812413017710123,0.0006812763349464874,0.0004999023819142256,54.99976974734555,2.189750379938461e-06,-0.0007361558162511072,-0.007227118209710826,1.7601014433205624,8.09362648893357e-06,7.650430165752573e-05,-0.0017360426482300056
n_1,0.06743537311709212,8.944479353021844e-05,0.0004999023819142256,0.03205680625271,6.23380722635854,1.4233126444180835e-06,0.0008556740727963942,0.005520671587719933,-2.580306911674511,-8.419745254668957e-07,0.00011658278228156737,0.0013692338408752057
norm_2,-10997.74106126685,-16.606925197270964,54.99976974734555,6.23380722635854,4569110390.700443,-254.99275766853714,4235.977914589921,3525.1096849245446,-10653525.654712962,-12.499954850967658,0.18348525644524136,-2512.8008017477937
temperature_2,-0.0006421194857547908,-4.816875345187214e-07,2.189750379938461e-06,1.4233126444180835e-06,-254.99275766853714,2.0457842188422493e-05,6.564482515167618e-05,0.001274099624844058,-0.7271201245396158,-8.897304268557735e-07,2.104328953733018e-07,-0.00016271240646679745
beta_s_2,0.13103221412280994,0.0003265797924243659,-0.0007361558162511072,0.0008556740727963942,4235.977914589921,6.564482515167618e-05,0.03141552387726012,0.1928269318153435,-64.69925879195479,-0.00011141116719563355,6.351451801676997e-05,-0.011060106315507448
n_2,0.8156483374506536,0.0030063756013451607,-0.007227118209710826,0.005520671587719933,3525.1096849245446,0.001274099624844058,0.1928269318153435,2.153102200375188,-79.22150739622121,-0.00022181502144361177,0.0006622718234592948,0.02250385495088444
norm_3,-2577.3649325646406,0.21108337001631838,1.7601014433205624,-2.580306911674511,-10653525.654712962,-0.7271201245396158,-64.69925879195479,-79.22150739622121,826007.459767876,-0.7072392377776013,1.5906070671967851,59.99035789392627
temperature_3,-0.006486227547223549,-2.1318414538911756e-06,8.09362648893357e-06,-8.419745254668957e-07,-12.499954850967658,-8.897304268557735e-07,-0.00011141116719563355,-0.00022181502144361177,-0.7072392377776013,4.270350018534994e-06,-1.4590837615856055e-06,0.00013057841057765123
beta_s_3,-0.025713089071897927,-4.935662832163277e-05,7.650430165752573e-05,0.00011658278228156737,0.18348525644524136,2.104328953733018e-07,6.351451801676997e-05,0.0006622718234592948,1.5906070671967851,-1.4590837615856055e-06,2.5244517877916556e-05,-8.945012168022166e-05
n_3,0.7590024517998827,0.00041642503473962394,-0.0017360426482300056,0.0013692338408752057,-2512.8008017477937,-0.00016271240646679745,-0.011060106315507448,0.02250385495088444,59.99035789392627,0.00013057841057765123,-8.945012168022166e-05,0.025768668873132537
