,norm_1,temperature_1,U_1
norm_1,113.50078601462906,-0.045573581852606446,-1.0711682839336945e-07
temperature_1,-0.045573581852606446,1.901494084779276e-05,-7.91997814050505e-10
U_1,-1.0711682839336945e-07,-7.91997814050505e-10,1.1349170663659341e-08
