,norm_1,temperature_1,U_1,norm_2,temperature_2,U_2
norm_1,0.11469860719577571,0.005343260601497629,0.04914128345889064,7.715213575038319,-0.0019112162437526262,-0.012005834206584796
temperature_1,0.005343260601497629,0.009232642744278477,0.04656853104963467,-0.3739831613519097,8.691777907645619e-05,0.0005516830344827707
U_1,0.04914128345889064,0.04656853104963467,0.23943828334210918,-0.3807779721183521,6.51910486203735e-05,0.0004458500311381927
norm_2,7.715213575038319,-0.3739831613519097,-0.3807779721183521,2748.763148103024,0.6136518776690636,12.17023839638018
temperature_2,-0.0019112162437526262,8.691777907645619e-05,6.51910486203735e-05,0.6136518776690636,0.0009164550465137714,0.01317376547061858
U_2,-0.012005834206584796,0.0005516830344827707,0.0004458500311381927,12.17023839638018,0.01317376547061858,0.1944482987431408
