,norm_1,temperature_1,q_1
norm_1,104146.29395503807,-0.5318145279299185,0.481847055119932
temperature_1,-0.5318145279299185,2.780203561294286e-06,-2.629385163126883e-06
q_1,0.481847055119932,-2.629385163126883e-06,2.88561606018939e-06
