,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2
norm_1,48717.526913198126,-5.71771941531841,2.922553074630906,-186.3137721835842,50846.927041769006,-0.5591914711341084,0.5557150011885822,25.421515473036713
temperature_1,-5.71771941531841,0.00071873678869731,-0.00016369436559076448,0.025836848914953192,-8.356143676316787,6.255243090541749e-05,-5.843606198136258e-05,1.8857247530063702e-06
beta_s_1,2.922553074630906,-0.00016369436559076448,0.002494882648659445,0.023624019266873665,8.611479663824438,-7.328931462390474e-05,6.802552588157352e-06,0.008842468937980453
n_1,-186.3137721835842,0.025836848914953192,0.023624019266873665,1.3101398723961803,-25.986025356883577,0.0011902641747708477,-0.0021172602582946896,0.07040519931296198
norm_2,50846.927041769006,-8.356143676316787,8.611479663824438,-25.986025356883577,5321561.290805937,-9.44242671813335,1.2207038223466238,-671.2925361884373
temperature_2,-0.5591914711341084,6.255243090541749e-05,-7.328931462390474e-05,0.0011902641747708477,-9.44242671813335,2.2559078391979687e-05,-8.452204972388075e-06,0.0005203500025481505
beta_s_2,0.5557150011885822,-5.843606198136258e-05,6.802552588157352e-06,-0.0021172602582946896,1.2207038223466238,-8.452204972388075e-06,9.717323299409488e-06,0.0007175917187696387
n_2,25.421515473036713,1.8857247530063702e-06,0.008842468937980453,0.07040519931296198,-671.2925361884373,0.0005203500025481505,0.0007175917187696387,0.2856206875400261
