,norm_1,temperature_1,U_1
norm_1,374.975849247061,-0.08250049067093022,-3.2856012172573655e-07
temperature_1,-0.08250049067093022,1.8804346071650112e-05,-1.7789043926265295e-09
U_1,-3.2856012172573655e-07,-1.7789043926265295e-09,6.079619475563932e-10
