,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2
norm_1,591900735.1134735,-163.6953065145809,6103.055376420142,43874.25488610523,3250552.575726081,3.18753727118473,3.431701259013349,574.7237863339279
temperature_1,-163.6953065145809,4.77582157091798e-05,-0.0015846162379293176,-0.011390100603697146,-1.4292780145734367,-5.915585812526761e-07,-1.7044184584559233e-06,-0.00020634737015765136
beta_s_1,6103.055376420142,-0.0015846162379293176,3.211213565036645,74.7031331987654,-38.619875165266,-3.0949362241078e-05,-3.440101860325052e-05,-0.006130530800406753
n_1,43874.25488610523,-0.011390100603697146,74.7031331987654,30125.425600162318,-277.957497782594,-0.00022277094616972984,-0.0002473436582730648,-0.044115238295791656
norm_2,3250552.575726081,-1.4292780145734367,-38.619875165266,-277.957497782594,1263677.0292297346,-2.3710278085912235,1.3740330635841829,-13.390605851442317
temperature_2,3.18753727118473,-5.915585812526761e-07,-3.0949362241078e-05,-0.00022277094616972984,-2.3710278085912235,4.950276734335245e-06,-2.521280048909602e-06,6.0041676177934455e-05
beta_s_2,3.431701259013349,-1.7044184584559233e-06,-3.440101860325052e-05,-0.0002473436582730648,1.3740330635841829,-2.521280048909602e-06,2.011468586387269e-06,7.281099259603107e-08
n_2,574.7237863339279,-0.00020634737015765136,-0.006130530800406753,-0.044115238295791656,-13.390605851442317,6.0041676177934455e-05,7.281099259603107e-08,0.0029511691824828826
