,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2,norm_3,temperature_3,beta_s_3,n_3
norm_1,1999.7231662593706,-0.22721425292868094,0.15596978820204457,0.35138788400641097,158504.8897845163,-0.03086907231933475,-1.5164768534273896,-24.34030022730655,-12311.155336911734,-0.014459043140440747,-1.2659606601176743,-2.810245490702539
temperature_1,-0.22721425292868094,3.018027116853363e-05,-2.5215966531975798e-05,0.00016439471457121456,-6.787715333121292,2.749258726050691e-06,0.00011021196680728067,0.0017485342973479617,1.2015413855117845,1.1560179092965082e-06,5.11764627843402e-05,-0.00021433223938071015
beta_s_1,0.15596978820204457,-2.5215966531975798e-05,7.294357460916131e-05,0.0006718533937924248,-12.256940495895794,-1.6935766677129027e-06,-1.0168065477865961e-05,-0.00010174851347127737,-0.5209995559030186,-3.966404453051283e-08,0.00011015639210912382,0.0011331178534757201
n_1,0.35138788400641097,0.00016439471457121456,0.0006718533937924248,0.035591183640637215,398.6914478524981,-6.571717279167337e-05,-0.0033463302108181037,-0.053746977966019634,-7.633034476181038,-1.6444630719919218e-05,-0.002905558712613077,-0.010652629140579833
norm_2,158504.8897845163,-6.787715333121292,-12.256940495895794,398.6914478524981,20398731683.276558,-1956.8777055897647,25918.647563407267,413734.48070150975,47113765.571171254,45.378956994189714,-187.62957732113517,11652.339992416228
temperature_2,-0.03086907231933475,2.749258726050691e-06,-1.6935766677129027e-06,-6.571717279167337e-05,-1956.8777055897647,0.00020270990095258768,-0.0018174127587860778,-0.028563988249092176,-8.941281793991005,-4.930985196564677e-06,-7.99223731252155e-05,-0.0025943607867853955
beta_s_2,-1.5164768534273896,0.00011021196680728067,-1.0168065477865961e-05,-0.0033463302108181037,25918.647563407267,-0.0018174127587860778,2.9296222274508774,79.87742579943071,-471.10036956180693,-0.0002900634550470655,-0.0014698026122544558,-0.11592149632084443
n_2,-24.34030022730655,0.0017485342973479617,-0.00010174851347127737,-0.053746977966019634,413734.48070150975,-0.028563988249092176,79.87742579943071,3016.8742969734626,-7609.572096506366,-0.0046994989120985485,-0.021249260008210383,-1.849416302659578
norm_3,-12311.155336911734,1.2015413855117845,-0.5209995559030186,-7.633034476181038,47113765.571171254,-8.941281793991005,-471.10036956180693,-7609.572096506366,13122367.528930161,-10.952744494120155,81.94673499066243,214.1939738231067
temperature_3,-0.014459043140440747,1.1560179092965082e-06,-3.966404453051283e-08,-1.6444630719919218e-05,45.378956994189714,-4.930985196564677e-06,-0.0002900634550470655,-0.0046994989120985485,-10.952744494120155,1.1965011650360333e-05,-9.082806817130503e-06,0.0005809136867722037
beta_s_3,-1.2659606601176743,5.11764627843402e-05,0.00011015639210912382,-0.002905558712613077,-187.62957732113517,-7.99223731252155e-05,-0.0014698026122544558,-0.021249260008210383,81.94673499066243,-9.082806817130503e-06,0.005343965794503416,0.03627042277387266
n_3,-2.810245490702539,-0.00021433223938071015,0.0011331178534757201,-0.010652629140579833,11652.339992416228,-0.0025943607867853955,-0.11592149632084443,-1.849416302659578,214.1939738231067,0.0005809136867722037,0.03627042277387266,0.3595164033880713
