,norm_1,temperature_1,beta_s_1,n_1
norm_1,285318223.11072344,-114.51562018805593,40.9605908899532,-1293.53971082691
temperature_1,-114.51562018805593,4.601263139978974e-05,-1.64405113309773e-05,0.000522879994489607
beta_s_1,40.9605908899532,-1.64405113309773e-05,5.98264909659386e-06,-0.00018304119823727184
n_1,-1293.53971082691,0.000522879994489607,-0.00018304119823727184,0.006290485459907579
