,norm_1,temperature_1,beta_s_1,n_1,norm_2,temperature_2,beta_s_2,n_2,norm_3,temperature_3,beta_s_3,n_3
norm_1,3.748194267520795,-0.0009525439842519526,0.00041258687096570515,-0.004146325298965386,-4.4533373554316786e-08,-4.536942269987595e-05,-0.014426714249194754,0.0034656121135197733,4.053374351358747e-07,-6.389285468351601e-05,-0.0003733184634037796,0.011186660872021862
temperature_1,-0.0009525439842519526,0.000627064904854923,-0.0008493439479038789,0.021515896364835276,1.4779505910185365e-08,5.820687518875498e-06,0.006728819262163589,-0.0016104779403593424,-2.3867729467245617e-07,-5.768477542773198e-05,-0.001879605175029025,-0.00755312755687114
beta_s_1,0.00041258687096570515,-0.0008493439479038789,0.0015897152813901375,-0.01815960004853101,-4.117937729266875e-08,-2.2550968949127147e-05,-0.01707138412757737,0.004086104710800411,3.419079800213487e-07,8.979815870480244e-05,0.0028189220214570525,0.014497015696621087
n_1,-0.004146325298965386,0.021515896364835276,-0.01815960004853101,1.0246358425711795,-1.1627614972873193e-07,-0.0002254663669714361,-0.00391233865541632,0.0009311937028571905,-8.84518721698069e-06,-0.0016393686166040968,-0.05684077167126579,-0.13654955171062116
norm_2,-4.4533373554316786e-08,1.4779505910185365e-08,-4.117937729266875e-08,-1.1627614972873193e-07,3.748101206478254,-1.6391731783974276e-07,1.4940776010749407e-05,-3.606743173414664e-06,-1.0332733783073515e-09,-6.2510325395625114e-09,-7.224777605356596e-08,-1.1705525454392166e-06
temperature_2,-4.536942269987595e-05,5.820687518875498e-06,-2.2550968949127147e-05,-0.0002254663669714361,-1.6391731783974276e-07,6.627916032697621e-06,-0.00022599685317661636,8.112993726293217e-05,-1.1000049338924528e-06,-2.173598180892654e-06,-3.676584612845302e-05,-0.0005258830325863509
beta_s_2,-0.014426714249194754,0.006728819262163589,-0.01707138412757737,-0.00391233865541632,1.4940776010749407e-05,-0.00022599685317661636,2.4270735143527498,-0.46954139944544265,-0.00028606218083901023,-0.0024710627475187956,-0.030819057526957922,-0.45899323346103726
n_2,0.0034656121135197733,-0.0016104779403593424,0.004086104710800411,0.0009311937028571905,-3.606743173414664e-06,8.112993726293217e-05,-0.46954139944544265,3.690563706193533,6.84501454522785e-05,0.0005873874993272531,0.007378144770948733,0.10936261503861407
norm_3,4.053374351358747e-07,-2.3867729467245617e-07,3.419079800213487e-07,-8.84518721698069e-06,-1.0332733783073515e-09,-1.1000049338924528e-06,-0.00028606218083901023,6.84501454522785e-05,3.7481009646578216,-4.7091934762562565e-06,8.870815580306669e-06,-5.2368107537036754e-05
temperature_3,-6.389285468351601e-05,-5.768477542773198e-05,8.979815870480244e-05,-0.0016393686166040968,-6.2510325395625114e-09,-2.173598180892654e-06,-0.0024710627475187956,0.0005873874993272531,-4.7091934762562565e-06,7.456509517432478e-06,0.00018867930886938872,0.0011699252199763603
beta_s_3,-0.0003733184634037796,-0.001879605175029025,0.0028189220214570525,-0.05684077167126579,-7.224777605356596e-08,-3.676584612845302e-05,-0.030819057526957922,0.007378144770948733,8.870815580306669e-06,0.00018867930886938872,0.005943584750742425,0.02794764345986155
n_3,0.011186660872021862,-0.00755312755687114,0.014497015696621087,-0.13654955171062116,-1.1705525454392166e-06,-0.0005258830325863509,-0.45899323346103726,0.10936261503861407,-5.2368107537036754e-05,0.0011699252199763603,0.02794764345986155,0.21635159098353401
