,norm_1,temperature_1,beta_s_1,n_1
norm_1,258276941.98965287,-103.80905957122627,38.70410973758006,-1200.7379634140902
temperature_1,-103.80905957122627,4.1771608642166584e-05,-1.5558079361700377e-05,0.00048622537365951936
beta_s_1,38.70410973758006,-1.5558079361700377e-05,5.890657229609373e-06,-0.00017758269680361632
n_1,-1200.7379634140902,0.00048622537365951936,-0.00017758269680361632,0.0060045538729005775
