,norm_1,temperature_1,beta_s_1,n_1
norm_1,326212631.26778185,-151.61517593613954,66.21350116730864,-1913.7811349691265
temperature_1,-151.61517593613954,7.050954296561984e-05,-3.0779054171453345e-05,0.0008930572160106096
beta_s_1,66.21350116730864,-3.0779054171453345e-05,1.3521661984110405e-05,-0.0003864110687807628
n_1,-1913.7811349691265,0.0008930572160106096,-0.0003864110687807628,0.011680598139183087
