,norm_1,temperature_1,U_1
norm_1,810.7072703641234,-0.13192481138381013,4.5516339022653725e-08
temperature_1,-0.13192481138381013,2.2318928924241553e-05,1.331717311349984e-10
U_1,4.5516339022653725e-08,1.331717311349984e-10,5.0348813957087324e-11
