,norm_1,temperature_1,U_1
norm_1,127.89817452131251,-0.050673360790538025,-1.5934477380723328e-07
temperature_1,-0.050673360790538025,2.0794596466407618e-05,-1.2325664028878928e-09
U_1,-1.5934477380723328e-07,-1.2325664028878928e-09,1.222971020408599e-08
