,norm_1,temperature_1,U_1
norm_1,638.2740242623169,-0.12025936203452522,-2.34408493666495e-07
temperature_1,-0.12025936203452522,2.342170139974024e-05,-1.3066805565867537e-09
U_1,-2.34408493666495e-07,-1.3066805565867537e-09,1.910369421711464e-10
