,norm_1,temperature_1,U_1
norm_1,769.6240174431198,-0.13364256448457248,-1.1678208976972265e-07
temperature_1,-0.13364256448457248,2.400312368935233e-05,-3.8596117846693283e-10
U_1,-1.1678208976972265e-07,-3.8596117846693283e-10,6.508174256987986e-10
