,norm_1,temperature_1,U_1
norm_1,210.9326044252189,-0.0730114658582425,5.595753580532124e-07
temperature_1,-0.0730114658582425,2.6326215330836785e-05,5.380256481220346e-09
U_1,5.595753580532124e-07,5.380256481220346e-09,2.0308764921844738e-09
