,norm_1,temperature_1,U_1
norm_1,2256.411826138948,-0.2363208837763427,-1.4779906956862065e-07
temperature_1,-0.2363208837763427,2.5788694355291083e-05,-2.577724935982452e-10
U_1,-1.4779906956862065e-07,-2.577724935982452e-10,1.9688178621439687e-10
