,norm_1,temperature_1,U_1
norm_1,434.451761598146,-0.09316626441088306,-1.7141027625521735e-09
temperature_1,-0.09316626441088306,2.0625626338572207e-05,-7.2628070116658664e-12
U_1,-1.7141027625521735e-09,-7.2628070116658664e-12,1.4059960399279478e-13
