,norm_1,temperature_1,U_1
norm_1,164.20497355246084,-0.061139410491157696,-1.2508717023921181e-07
temperature_1,-0.061139410491157696,2.366575123257931e-05,-8.901365381305541e-10
U_1,-1.2508717023921181e-07,-8.901365381305541e-10,2.7525989643743198e-09
