group_label,model_name,component_count,success,chi2,ndf,chi2_ndf,fit_quality_flag,aic,bic,edm,has_accurate_covar,seed_index
101-125,exact_bose_einstein,1,True,6353.233256968862,44,144.3916649311105,poor,6359.233256968862,6364.783699773992,0.0001256012384896621,True,1
101-125,tsallis,1,True,846.7183408005558,44,19.243598654558085,poor,852.7183408005558,858.2687836056859,6.960333288647905e-05,True,1
101-125,blast_wave,1,True,556.5935273901698,43,12.944035520701624,poor,564.5935273901698,571.9941177970101,4.0483043164413624e-05,True,1
101-125,exact_bose_einstein,2,True,1356.6206935966766,41,33.088309599918944,poor,1368.6206935966766,1379.721579206937,9.837104100943647e-05,True,1
101-125,tsallis,2,True,56.24001287366988,41,1.371707631065119,ok,68.24001287366988,79.34089848393023,5.924388747564326e-05,True,1
101-125,blast_wave,2,True,46.969338652010194,39,1.2043420167182102,ok,62.969338652010194,77.77051946569065,0.00010572502672626146,True,1
126-150,exact_bose_einstein,1,True,3765.214596169847,44,85.57305900386017,poor,3771.214596169847,3776.7650389749774,0.00018632377301690977,True,1
126-150,tsallis,1,True,541.5096674874566,44,12.307037897442195,poor,547.5096674874566,553.0601102925867,5.692702496239056e-07,True,1
126-150,blast_wave,1,True,229.08184625600768,43,5.3274847966513414,poor,237.08184625600768,244.4824366628479,1.4219162787706726e-05,True,1
126-150,exact_bose_einstein,2,True,640.5054212943654,41,15.622083446204035,poor,652.5054212943654,663.6063069046257,0.0001025332568441576,True,1
126-150,tsallis,2,True,35.85537735907642,41,0.8745213990018639,ok,47.85537735907642,58.95626296933677,9.832868412338054e-05,True,1
126-150,blast_wave,2,False,160.0478416271785,39,4.103790810953295,ok,176.0478416271785,190.849022440859,6.925487072756962,False,1
21-30,exact_bose_einstein,1,True,2804.546826545198,44,63.73970060329996,poor,2810.546826545198,2816.0972693503286,0.00019229873415132096,True,1
21-30,tsallis,1,True,25.93580212493093,44,0.5894500482938848,ok,31.93580212493093,37.486244930061105,1.8445360042407127e-05,True,1
21-30,blast_wave,1,True,813.6758867154418,43,18.922695039893995,poor,821.6758867154418,829.0764771222821,1.1899953574913541e-05,True,1
21-30,exact_bose_einstein,2,True,675.6100294735252,41,16.478293401793298,poor,687.6100294735252,698.7109150837855,0.001963606577498597,True,1
21-30,tsallis,2,True,14.824453926446111,41,0.36157204698649054,ok,26.82445392644611,37.92533953670646,7.575000484003957e-05,True,1
21-30,blast_wave,2,False,52.89169050352743,39,1.3561971923981393,ok,68.89169050352743,83.6928713172079,0.009391729974567112,False,1
31-40,exact_bose_einstein,1,True,6486.592504544414,44,147.42255692146395,poor,6492.592504544414,6498.142947349544,0.00023329979036241084,True,1
