pt_center_gev,yield_value,total_error,prediction,residual,pull
0.175,4.869,0.3328096394171899,4.061453641305365,0.8075463586946352,2.4264512293237526
0.225,5.028,0.3435048799667917,4.388973288030613,0.6390267119693869,1.8603133441107582
0.275,4.834,0.3302045581529728,4.418311615984766,0.4156883840152332,1.2588814228986465
0.3249999999999999,4.475,0.305704415161116,4.245047360467796,0.22995263953220402,0.7522058175411422
0.375,3.993,0.271904287809148,3.9479672916563735,0.04503270834362638,0.16561970650214694
0.425,3.516,0.2395042273718775,3.5855854191481407,-0.06958541914814065,-0.29053941933181654
0.475,3.046,0.2067043694168074,3.19883771392013,-0.15283771392013001,-0.7394024342656328
0.525,2.632,0.178704620043803,2.8149545450351057,-0.18295454503510555,-1.0237818417356017
0.575,2.26,0.1531047893470351,2.4509911226402687,-0.19099112264026896,-1.2474536130111435
0.625,1.946,0.1320049832733598,2.116688657800546,-0.17068865780054598,-1.2930470772234326
0.675,1.67,0.1134051904676324,1.8166865467702598,-0.14668654677025983,-1.293472954504022
0.725,1.447,0.0983653509931215,1.552187647702938,-0.10518764770293787,-1.0693567058007392
0.775,1.242,0.0849454361399127,1.3221850348586819,-0.08018503485868189,-0.9439593049661902
0.825,1.077,0.0737855858715643,1.124346033037894,-0.047346033037894086,-0.6416704899559582
0.875,0.9284,0.0640756553746428,0.955633496047962,-0.02723349604796199,-0.4250209520094793
0.925,0.8088,0.0559157748131956,0.812729265076959,-0.00392926507695901,-0.07027113708226287
0.975,0.6976,0.0485657083667066,0.6923115030347491,0.005288496965250911,0.1088936441597617
1.05,0.5733,0.0427926241449388,0.5470187693640336,0.026281230635966435,0.6141532836815942
1.15,0.4395,0.0329425254406822,0.40490191676538156,0.03459808323461844,1.050255946433655
1.25,0.3396,0.025652433040357,0.3054836503698453,0.034116349630154696,1.329945957815466
1.35,0.2734,0.0206524529993412,0.23544667906657143,0.03795332093342854,1.8377149162203266
1.45,0.2091,0.0159223337096042,0.18539335640309682,0.023706643596903193,1.4888925222439957
1.55,0.1702,0.0129623516234516,0.1488843159966891,0.02131568400331088,1.644430318087218
1.65,0.1346,0.0104022511486696,0.12159522888695708,0.01300477111304292,1.2501881493897762
1.75,0.1104,0.008533265058581,0.10065903110675926,0.009740968893240734,1.1415289254896959
1.85,0.08835,0.0070671374289736,0.08418640905927796,0.004163590940722037,0.5891481498084775
1.95,0.07282,0.0058251458874435,0.0709314838490052,0.0018885161509947929,0.3242006616633617
2.1,0.05421,0.0043310556662781,0.05534693374030397,-0.0011369337403039706,-0.26250730258588356
2.3,0.03736,0.0029850460901634,0.0400935021824338,-0.002733502182433803,-0.9157319853256176
2.5,0.02624,0.0020950363939798,0.029128504756784714,-0.002888504756784715,-1.3787372692355078
2.7,0.01866,0.0014910239979624,0.02115439308512927,-0.002494393085129269,-1.6729395962359097
2.9,0.01359,0.0010860170625271,0.015345024399353787,-0.001755024399353787,-1.6160191767797323
3.1,0.009982,0.0007974094130996,0.011123671023552835,-0.0011416710235528354,-1.4317250396067691
3.3,0.007357,0.000587895029831,0.00806864025647779,-0.0007116402564777908,-1.2104886423046701
3.5,0.005658,0.0004523991185888,0.005866642632698582,-0.0002086426326985821,-0.4611915101634494
3.7,0.00421,0.0003374769408418,0.004284788091125512,-7.478809112551176e-05,-0.2216094851961171
3.9,0.003262,0.0002616751705836,0.003150960846602188,0.00011103915339781209,0.42433966184169275
4.25,0.00213,0.0001703844875568,0.0018849158674849945,0.0002450841325150055,1.4384181097079238
4.75,0.001227,9.824181395414072e-05,0.0009753771697410588,0.0002516228302589412,2.5612600188388086
5.25,0.0007045,5.668048164932969e-05,0.0005631518826820182,0.00014134811731798184,2.493770575071559
5.75,0.000442,3.5709679710129015e-05,0.0003616951362539728,8.030486374602719e-05,2.248826211769376
6.25,0.0002774,2.2553238703122e-05,0.00025175223181291874,2.564776818708128e-05,1.1372099823308708
6.75,0.000182,1.49120233704216e-05,0.00018407999057472516,-2.0799905747251562e-06,-0.13948412787837186
7.5,0.0001094,8.930356767789291e-06,0.00012015916660255652,-1.0759166602556522e-05,-1.2047857529458985
9.0,4.192e-05,3.454165932609492e-06,5.284809783010764e-05,-1.0928097830107643e-05,-3.163744314347944
11.5,1.178e-05,1.02454923258963e-06,1.287063983963156e-05,-1.0906398396315592e-06,-1.0645070094629614
16.5,1.922e-06,1.8118625665320205e-07,6.495135349381578e-07,1.2724864650618423e-06,7.023084910338612
