group_label,model_name,parameter_left,parameter_right,correlation
71-80,bose_2c,temperature_2,U_1,0.15573260605283137
71-80,bose_2c,temperature_2,norm_2,-0.9895825894817667
71-80,bose_2c,temperature_2,temperature_2,1.0
71-80,bose_2c,temperature_2,U_2,0.009120989252134252
71-80,bose_2c,U_2,norm_1,1.1837836614550871e-05
71-80,bose_2c,U_2,temperature_1,-1.0109030588622012e-05
71-80,bose_2c,U_2,U_1,-5.519433149489357e-06
71-80,bose_2c,U_2,norm_2,0.00043546280520427637
71-80,bose_2c,U_2,temperature_2,0.009120989252134252
71-80,bose_2c,U_2,U_2,0.9999999999999999
71-80,tsallis_2c,norm_1,norm_1,0.9999999999999999
71-80,tsallis_2c,norm_1,temperature_1,-0.9875342073642016
71-80,tsallis_2c,norm_1,q_1,0.8927948440943999
71-80,tsallis_2c,norm_1,norm_2,-0.34446459089875314
71-80,tsallis_2c,norm_1,temperature_2,0.3566209659445458
71-80,tsallis_2c,norm_1,q_2,-0.5705794496358155
71-80,tsallis_2c,temperature_1,norm_1,-0.9875342073642016
71-80,tsallis_2c,temperature_1,temperature_1,1.0
71-80,tsallis_2c,temperature_1,q_1,-0.9447667657759676
71-80,tsallis_2c,temperature_1,norm_2,0.28298751203945677
71-80,tsallis_2c,temperature_1,temperature_2,-0.29071566224883566
71-80,tsallis_2c,temperature_1,q_2,0.4962096881362765
71-80,tsallis_2c,q_1,norm_1,0.8927948440943999
71-80,tsallis_2c,q_1,temperature_1,-0.9447667657759676
71-80,tsallis_2c,q_1,q_1,1.0
71-80,tsallis_2c,q_1,norm_2,-0.1724405740285451
71-80,tsallis_2c,q_1,temperature_2,0.17298319586149627
71-80,tsallis_2c,q_1,q_2,-0.34883191253739887
71-80,tsallis_2c,norm_2,norm_1,-0.34446459089875314
71-80,tsallis_2c,norm_2,temperature_1,0.28298751203945677
71-80,tsallis_2c,norm_2,q_1,-0.1724405740285451
71-80,tsallis_2c,norm_2,norm_2,1.0
71-80,tsallis_2c,norm_2,temperature_2,-0.9955166154210305
71-80,tsallis_2c,norm_2,q_2,0.9311540186672135
71-80,tsallis_2c,temperature_2,norm_1,0.3566209659445458
71-80,tsallis_2c,temperature_2,temperature_1,-0.29071566224883566
71-80,tsallis_2c,temperature_2,q_1,0.17298319586149627
71-80,tsallis_2c,temperature_2,norm_2,-0.9955166154210305
71-80,tsallis_2c,temperature_2,temperature_2,1.0000000000000002
71-80,tsallis_2c,temperature_2,q_2,-0.9520051672554354
71-80,tsallis_2c,q_2,norm_1,-0.5705794496358155
71-80,tsallis_2c,q_2,temperature_1,0.4962096881362765
71-80,tsallis_2c,q_2,q_1,-0.34883191253739887
71-80,tsallis_2c,q_2,norm_2,0.9311540186672135
71-80,tsallis_2c,q_2,temperature_2,-0.9520051672554354
71-80,tsallis_2c,q_2,q_2,0.9999999999999998
81-90,juttner_1c,norm_1,norm_1,1.0
81-90,juttner_1c,norm_1,temperature_1,-0.9832658678267184
81-90,juttner_1c,norm_1,U_1,-0.0002121634776434845
81-90,juttner_1c,temperature_1,norm_1,-0.9832658678267184
81-90,juttner_1c,temperature_1,temperature_1,0.9999999999999999
81-90,juttner_1c,temperature_1,U_1,-0.004026588990210878
81-90,juttner_1c,U_1,norm_1,-0.0002121634776434845
81-90,juttner_1c,U_1,temperature_1,-0.004026588990210878
81-90,juttner_1c,U_1,U_1,1.0
81-90,bose_1c,norm_1,norm_1,0.9999999999999999
81-90,bose_1c,norm_1,temperature_1,-0.9794018624712005
81-90,bose_1c,norm_1,U_1,0.00028963942226448473
81-90,bose_1c,temperature_1,norm_1,-0.9794018624712005
81-90,bose_1c,temperature_1,temperature_1,1.0000000000000002
81-90,bose_1c,temperature_1,U_1,0.004774282786410731
81-90,bose_1c,U_1,norm_1,0.00028963942226448473
81-90,bose_1c,U_1,temperature_1,0.004774282786410731
81-90,bose_1c,U_1,U_1,1.0
81-90,tsallis_1c,norm_1,norm_1,0.9999999999999999
81-90,tsallis_1c,norm_1,temperature_1,-0.9821385031887733
81-90,tsallis_1c,norm_1,q_1,0.8506768295809201
81-90,tsallis_1c,temperature_1,norm_1,-0.9821385031887733
81-90,tsallis_1c,temperature_1,temperature_1,1.0
81-90,tsallis_1c,temperature_1,q_1,-0.9118344291986004
81-90,tsallis_1c,q_1,norm_1,0.8506768295809201
81-90,tsallis_1c,q_1,temperature_1,-0.9118344291986004
81-90,tsallis_1c,q_1,q_1,1.0
81-90,bgbw,norm_1,norm_1,1.0
81-90,bgbw,norm_1,temperature_1,-0.9992558502110956
81-90,bgbw,norm_1,beta_s_1,0.9897700314717512
81-90,bgbw,norm_1,n_1,-0.9733070464933234
81-90,bgbw,temperature_1,norm_1,-0.9992558502110956
81-90,bgbw,temperature_1,temperature_1,1.0
81-90,bgbw,temperature_1,beta_s_1,-0.9894783366743302
81-90,bgbw,temperature_1,n_1,0.9789585919004897
81-90,bgbw,beta_s_1,norm_1,0.9897700314717512
81-90,bgbw,beta_s_1,temperature_1,-0.9894783366743302
81-90,bgbw,beta_s_1,beta_s_1,1.0
81-90,bgbw,beta_s_1,n_1,-0.9476215172163299
81-90,bgbw,n_1,norm_1,-0.9733070464933234
81-90,bgbw,n_1,temperature_1,0.9789585919004897
81-90,bgbw,n_1,beta_s_1,-0.9476215172163299
81-90,bgbw,n_1,n_1,1.0000000000000002
81-90,juttner_2c,norm_1,norm_1,1.0
81-90,juttner_2c,norm_1,temperature_1,-0.9805208344194365
81-90,juttner_2c,norm_1,U_1,-0.002889838317293068
81-90,juttner_2c,norm_1,norm_2,0.7598007437268851
81-90,juttner_2c,norm_1,temperature_2,-0.7365096500450435
81-90,juttner_2c,norm_1,U_2,0.0005748013555215702
81-90,juttner_2c,temperature_1,norm_1,-0.9805208344194365
81-90,juttner_2c,temperature_1,temperature_1,0.9999999999999999
81-90,juttner_2c,temperature_1,U_1,-0.04710223788591374
81-90,juttner_2c,temperature_1,norm_2,-0.8350406973141306
81-90,juttner_2c,temperature_1,temperature_2,0.8111343536147256
81-90,juttner_2c,temperature_1,U_2,-0.0005753080023308284
81-90,juttner_2c,U_1,norm_1,-0.002889838317293068
81-90,juttner_2c,U_1,temperature_1,-0.04710223788591374
81-90,juttner_2c,U_1,U_1,1.0
81-90,juttner_2c,U_1,norm_2,0.0016798938272312967
81-90,juttner_2c,U_1,temperature_2,-0.0016288784423825304
81-90,juttner_2c,U_1,U_2,1.1784708478310605e-06
81-90,juttner_2c,norm_2,norm_1,0.7598007437268851
81-90,juttner_2c,norm_2,temperature_1,-0.8350406973141306
81-90,juttner_2c,norm_2,U_1,0.0016798938272312967
81-90,juttner_2c,norm_2,norm_2,0.9999999999999998
81-90,juttner_2c,norm_2,temperature_2,-0.9886338387776834
81-90,juttner_2c,norm_2,U_2,-0.0007844649287255081
81-90,juttner_2c,temperature_2,norm_1,-0.7365096500450435
81-90,juttner_2c,temperature_2,temperature_1,0.8111343536147256
81-90,juttner_2c,temperature_2,U_1,-0.0016288784423825304
81-90,juttner_2c,temperature_2,norm_2,-0.9886338387776834
81-90,juttner_2c,temperature_2,temperature_2,1.0
81-90,juttner_2c,temperature_2,U_2,-0.03474960314183251
81-90,juttner_2c,U_2,norm_1,0.0005748013555215702
81-90,juttner_2c,U_2,temperature_1,-0.0005753080023308284
81-90,juttner_2c,U_2,U_1,1.1784708478310605e-06
81-90,juttner_2c,U_2,norm_2,-0.0007844649287255081
81-90,juttner_2c,U_2,temperature_2,-0.03474960314183251
81-90,juttner_2c,U_2,U_2,1.0
81-90,bose_2c,norm_1,norm_1,1.0
81-90,bose_2c,norm_1,temperature_1,0.676672144576736
81-90,bose_2c,norm_1,U_1,0.7728642573982307
81-90,bose_2c,norm_1,norm_2,0.33804261769354416
81-90,bose_2c,norm_1,temperature_2,-0.32778620600820635
81-90,bose_2c,norm_1,U_2,-2.1189834244723778e-05
81-90,bose_2c,temperature_1,norm_1,0.676672144576736
81-90,bose_2c,temperature_1,temperature_1,1.0000000000000002
81-90,bose_2c,temperature_1,U_1,0.9899023352178717
81-90,bose_2c,temperature_1,norm_2,-0.2855411769060366
81-90,bose_2c,temperature_1,temperature_2,0.2763619984045223
81-90,bose_2c,temperature_1,U_2,2.3494250040365256e-05
81-90,bose_2c,U_1,norm_1,0.7728642573982307
81-90,bose_2c,U_1,temperature_1,0.9899023352178717
81-90,bose_2c,U_1,U_1,1.0000000000000002
81-90,bose_2c,U_1,norm_2,-0.17134788448449934
81-90,bose_2c,U_1,temperature_2,0.16549093351258387
81-90,bose_2c,U_1,U_2,1.3297760401614804e-05
81-90,bose_2c,norm_2,norm_1,0.33804261769354416
81-90,bose_2c,norm_2,temperature_1,-0.2855411769060366
81-90,bose_2c,norm_2,U_1,-0.17134788448449934
81-90,bose_2c,norm_2,norm_2,1.0
81-90,bose_2c,norm_2,temperature_2,-0.9896866304915033
81-90,bose_2c,norm_2,U_2,-0.0007190067808559161
81-90,bose_2c,temperature_2,norm_1,-0.32778620600820635
81-90,bose_2c,temperature_2,temperature_1,0.2763619984045223
81-90,bose_2c,temperature_2,U_1,0.16549093351258387
81-90,bose_2c,temperature_2,norm_2,-0.9896866304915033
81-90,bose_2c,temperature_2,temperature_2,1.0
81-90,bose_2c,temperature_2,U_2,-0.014561094630450869
81-90,bose_2c,U_2,norm_1,-2.1189834244723778e-05
81-90,bose_2c,U_2,temperature_1,2.3494250040365256e-05
81-90,bose_2c,U_2,U_1,1.3297760401614804e-05
81-90,bose_2c,U_2,norm_2,-0.0007190067808559161
81-90,bose_2c,U_2,temperature_2,-0.014561094630450869
81-90,bose_2c,U_2,U_2,1.0
81-90,tsallis_2c,norm_1,norm_1,1.0000000000000002
81-90,tsallis_2c,norm_1,temperature_1,-0.9957865446644242
81-90,tsallis_2c,norm_1,q_1,0.9314137156296691
81-90,tsallis_2c,norm_1,norm_2,-0.3707315821321942
81-90,tsallis_2c,norm_1,temperature_2,0.30672577542005985
81-90,tsallis_2c,norm_1,q_2,-0.18882904269942477
81-90,tsallis_2c,temperature_1,norm_1,-0.9957865446644242
81-90,tsallis_2c,temperature_1,temperature_1,1.0
81-90,tsallis_2c,temperature_1,q_1,-0.9520677683459278
81-90,tsallis_2c,temperature_1,norm_2,0.38591704560846574
81-90,tsallis_2c,temperature_1,temperature_2,-0.31762114143295966
81-90,tsallis_2c,temperature_1,q_2,0.1923311546730514
81-90,tsallis_2c,q_1,norm_1,0.9314137156296691
81-90,tsallis_2c,q_1,temperature_1,-0.9520677683459278
81-90,tsallis_2c,q_1,q_1,1.0
81-90,tsallis_2c,q_1,norm_2,-0.599395374227889
81-90,tsallis_2c,q_1,temperature_2,0.5242300394102541
81-90,tsallis_2c,q_1,q_2,-0.3714064091623469
81-90,tsallis_2c,norm_2,norm_1,-0.3707315821321942
81-90,tsallis_2c,norm_2,temperature_1,0.38591704560846574
81-90,tsallis_2c,norm_2,q_1,-0.599395374227889
81-90,tsallis_2c,norm_2,norm_2,0.9999999999999998
81-90,tsallis_2c,norm_2,temperature_2,-0.9879496639732063
81-90,tsallis_2c,norm_2,q_2,0.8941997202521469
81-90,tsallis_2c,temperature_2,norm_1,0.30672577542005985
81-90,tsallis_2c,temperature_2,temperature_1,-0.31762114143295966
81-90,tsallis_2c,temperature_2,q_1,0.5242300394102541
81-90,tsallis_2c,temperature_2,norm_2,-0.9879496639732063
81-90,tsallis_2c,temperature_2,temperature_2,0.9999999999999999
81-90,tsallis_2c,temperature_2,q_2,-0.9453508586042586
81-90,tsallis_2c,q_2,norm_1,-0.18882904269942477
81-90,tsallis_2c,q_2,temperature_1,0.1923311546730514
81-90,tsallis_2c,q_2,q_1,-0.3714064091623469
81-90,tsallis_2c,q_2,norm_2,0.8941997202521469
81-90,tsallis_2c,q_2,temperature_2,-0.9453508586042586
81-90,tsallis_2c,q_2,q_2,1.0000000000000002
91-100,juttner_1c,norm_1,norm_1,1.0000000000000002
91-100,juttner_1c,norm_1,temperature_1,-0.9831984933823841
91-100,juttner_1c,norm_1,U_1,0.0005228205247961482
91-100,juttner_1c,temperature_1,norm_1,-0.9831984933823841
91-100,juttner_1c,temperature_1,temperature_1,1.0000000000000002
91-100,juttner_1c,temperature_1,U_1,0.009757323118617918
91-100,juttner_1c,U_1,norm_1,0.0005228205247961482
91-100,juttner_1c,U_1,temperature_1,0.009757323118617918
91-100,juttner_1c,U_1,U_1,1.0
91-100,bose_1c,norm_1,norm_1,0.9999999999999998
91-100,bose_1c,norm_1,temperature_1,-0.9793843359967581
91-100,bose_1c,norm_1,U_1,0.0002763049673596434
91-100,bose_1c,temperature_1,norm_1,-0.9793843359967581
91-100,bose_1c,temperature_1,temperature_1,1.0
91-100,bose_1c,temperature_1,U_1,0.004483792510065585
91-100,bose_1c,U_1,norm_1,0.0002763049673596434
91-100,bose_1c,U_1,temperature_1,0.004483792510065585
91-100,bose_1c,U_1,U_1,1.0
91-100,tsallis_1c,norm_1,norm_1,0.9999999999999998
91-100,tsallis_1c,norm_1,temperature_1,-0.9831188090464454
91-100,tsallis_1c,norm_1,q_1,0.8498201758788038
91-100,tsallis_1c,temperature_1,norm_1,-0.9831188090464454
91-100,tsallis_1c,temperature_1,temperature_1,1.0000000000000002
91-100,tsallis_1c,temperature_1,q_1,-0.9093680481913328
91-100,tsallis_1c,q_1,norm_1,0.8498201758788038
91-100,tsallis_1c,q_1,temperature_1,-0.9093680481913328
91-100,tsallis_1c,q_1,q_1,0.9999999999999999
91-100,bgbw,norm_1,norm_1,1.0000000000000002
91-100,bgbw,norm_1,temperature_1,-0.9996004422274603
91-100,bgbw,norm_1,beta_s_1,0.9953131577652721
91-100,bgbw,norm_1,n_1,-0.9825592908449259
91-100,bgbw,temperature_1,norm_1,-0.9996004422274603
91-100,bgbw,temperature_1,temperature_1,1.0000000000000002
91-100,bgbw,temperature_1,beta_s_1,-0.9951768120975223
91-100,bgbw,temperature_1,n_1,0.9861452876457364
91-100,bgbw,beta_s_1,norm_1,0.9953131577652721
91-100,bgbw,beta_s_1,temperature_1,-0.9951768120975223
91-100,bgbw,beta_s_1,beta_s_1,1.0000000000000002
91-100,bgbw,beta_s_1,n_1,-0.9706399649536459
91-100,bgbw,n_1,norm_1,-0.9825592908449259
91-100,bgbw,n_1,temperature_1,0.9861452876457364
91-100,bgbw,n_1,beta_s_1,-0.9706399649536459
91-100,bgbw,n_1,n_1,1.0
91-100,juttner_2c,norm_1,norm_1,0.9999999999999998
91-100,juttner_2c,norm_1,temperature_1,-0.9709470267133181
91-100,juttner_2c,norm_1,U_1,0.009055785510735341
91-100,juttner_2c,norm_1,norm_2,0.7612003098517256
91-100,juttner_2c,norm_1,temperature_2,-0.7348302493483225
91-100,juttner_2c,norm_1,U_2,6.605370334913145e-05
91-100,juttner_2c,temperature_1,norm_1,-0.9709470267133181
91-100,juttner_2c,temperature_1,temperature_1,1.0
91-100,juttner_2c,temperature_1,U_1,0.13263512348154632
91-100,juttner_2c,temperature_1,norm_2,-0.8338473769584306
91-100,juttner_2c,temperature_1,temperature_2,0.8070003141578179
91-100,juttner_2c,temperature_1,U_2,-6.366501811155098e-05
91-100,juttner_2c,U_1,norm_1,0.009055785510735341
91-100,juttner_2c,U_1,temperature_1,0.13263512348154632
91-100,juttner_2c,U_1,U_1,1.0
91-100,juttner_2c,U_1,norm_2,-0.004362942002098376
91-100,juttner_2c,U_1,temperature_2,0.004211755766207442
91-100,juttner_2c,U_1,U_2,-3.5058223021157464e-07
91-100,juttner_2c,norm_2,norm_1,0.7612003098517256
91-100,juttner_2c,norm_2,temperature_1,-0.8338473769584306
91-100,juttner_2c,norm_2,U_1,-0.004362942002098376
91-100,juttner_2c,norm_2,norm_2,1.0
91-100,juttner_2c,norm_2,temperature_2,-0.9877555616820032
91-100,juttner_2c,norm_2,U_2,-0.0001361804134343361
91-100,juttner_2c,temperature_2,norm_1,-0.7348302493483225
91-100,juttner_2c,temperature_2,temperature_1,0.8070003141578179
91-100,juttner_2c,temperature_2,U_1,0.004211755766207442
91-100,juttner_2c,temperature_2,norm_2,-0.9877555616820032
91-100,juttner_2c,temperature_2,temperature_2,1.0
91-100,juttner_2c,temperature_2,U_2,-0.0048631960021358585
91-100,juttner_2c,U_2,norm_1,6.605370334913145e-05
91-100,juttner_2c,U_2,temperature_1,-6.366501811155098e-05
91-100,juttner_2c,U_2,U_1,-3.5058223021157464e-07
91-100,juttner_2c,U_2,norm_2,-0.0001361804134343361
91-100,juttner_2c,U_2,temperature_2,-0.0048631960021358585
91-100,juttner_2c,U_2,U_2,1.0000000000000002
91-100,bose_2c,norm_1,norm_1,1.0
91-100,bose_2c,norm_1,temperature_1,-0.9882680834012668
91-100,bose_2c,norm_1,U_1,0.0014780356003602706
91-100,bose_2c,norm_1,norm_2,0.39994833729671847
91-100,bose_2c,norm_1,temperature_2,-0.3823475631210937
91-100,bose_2c,norm_1,U_2,-0.20879420144743996
91-100,bose_2c,temperature_1,norm_1,-0.9882680834012668
91-100,bose_2c,temperature_1,temperature_1,1.0
91-100,bose_2c,temperature_1,U_1,0.06222362910482675
91-100,bose_2c,temperature_1,norm_2,-0.3874337783543327
91-100,bose_2c,temperature_1,temperature_2,0.370148312595642
91-100,bose_2c,temperature_1,U_2,0.2017208964284329
91-100,bose_2c,U_1,norm_1,0.0014780356003602706
91-100,bose_2c,U_1,temperature_1,0.06222362910482675
91-100,bose_2c,U_1,U_1,0.9999999999999998
91-100,bose_2c,U_1,norm_2,-0.0005152707135876445
91-100,bose_2c,U_1,temperature_2,0.00046823207038451496
91-100,bose_2c,U_1,U_2,0.00026322130719487523
91-100,bose_2c,norm_2,norm_1,0.39994833729671847
91-100,bose_2c,norm_2,temperature_1,-0.3874337783543327
91-100,bose_2c,norm_2,U_1,-0.0005152707135876445
91-100,bose_2c,norm_2,norm_2,1.0
91-100,bose_2c,norm_2,temperature_2,0.5320807345472052
91-100,bose_2c,norm_2,U_2,0.6980758366510657
91-100,bose_2c,temperature_2,norm_1,-0.3823475631210937
91-100,bose_2c,temperature_2,temperature_1,0.370148312595642
91-100,bose_2c,temperature_2,U_1,0.00046823207038451496
91-100,bose_2c,temperature_2,norm_2,0.5320807345472052
91-100,bose_2c,temperature_2,temperature_2,1.0
91-100,bose_2c,temperature_2,U_2,0.977025663505968
91-100,bose_2c,U_2,norm_1,-0.20879420144743996
91-100,bose_2c,U_2,temperature_1,0.2017208964284329
91-100,bose_2c,U_2,U_1,0.00026322130719487523
91-100,bose_2c,U_2,norm_2,0.6980758366510657
91-100,bose_2c,U_2,temperature_2,0.977025663505968
91-100,bose_2c,U_2,U_2,1.0000000000000002
91-100,tsallis_2c,norm_1,norm_1,1.0000000000000002
91-100,tsallis_2c,norm_1,temperature_1,-0.9887916143568082
91-100,tsallis_2c,norm_1,q_1,0.894768472379647
91-100,tsallis_2c,norm_1,norm_2,-0.4457694840807419
91-100,tsallis_2c,norm_1,temperature_2,0.46309422345513285
91-100,tsallis_2c,norm_1,q_2,-0.6730555166084388
91-100,tsallis_2c,temperature_1,norm_1,-0.9887916143568082
91-100,tsallis_2c,temperature_1,temperature_1,1.0000000000000002
91-100,tsallis_2c,temperature_1,q_1,-0.9449837635144497
91-100,tsallis_2c,temperature_1,norm_2,0.37767199567384274
91-100,tsallis_2c,temperature_1,temperature_2,-0.39110963205345556
91-100,tsallis_2c,temperature_1,q_2,0.5981761418242408
91-100,tsallis_2c,q_1,norm_1,0.894768472379647
91-100,tsallis_2c,q_1,temperature_1,-0.9449837635144497
91-100,tsallis_2c,q_1,q_1,0.9999999999999999
91-100,tsallis_2c,q_1,norm_2,-0.2408109911519761
91-100,tsallis_2c,q_1,temperature_2,0.24678558939463574
91-100,tsallis_2c,q_1,q_2,-0.4316945709020348
91-100,tsallis_2c,norm_2,norm_1,-0.4457694840807419
91-100,tsallis_2c,norm_2,temperature_1,0.37767199567384274
91-100,tsallis_2c,norm_2,q_1,-0.2408109911519761
91-100,tsallis_2c,norm_2,norm_2,1.0000000000000002
91-100,tsallis_2c,norm_2,temperature_2,-0.9962852866433171
91-100,tsallis_2c,norm_2,q_2,0.9321476977664083
91-100,tsallis_2c,temperature_2,norm_1,0.46309422345513285
91-100,tsallis_2c,temperature_2,temperature_1,-0.39110963205345556
91-100,tsallis_2c,temperature_2,q_1,0.24678558939463574
91-100,tsallis_2c,temperature_2,norm_2,-0.9962852866433171
91-100,tsallis_2c,temperature_2,temperature_2,1.0
91-100,tsallis_2c,temperature_2,q_2,-0.9514997784227404
91-100,tsallis_2c,q_2,norm_1,-0.6730555166084388
91-100,tsallis_2c,q_2,temperature_1,0.5981761418242408
91-100,tsallis_2c,q_2,q_1,-0.4316945709020348
91-100,tsallis_2c,q_2,norm_2,0.9321476977664083
91-100,tsallis_2c,q_2,temperature_2,-0.9514997784227404
91-100,tsallis_2c,q_2,q_2,0.9999999999999998
