group_label,model_name,parameter_name,value,error
81-90,juttner_2c,norm_1,4195.872639723876,193.77099170273004
81-90,juttner_2c,temperature_1,0.31441705850702506,0.004525044815546803
81-90,juttner_2c,U_1,2.999999061182266,0.14661114633557593
81-90,juttner_2c,norm_2,30.795713417966084,2.307360721705022
81-90,juttner_2c,temperature_2,1.0325306629966755,0.012962511926680298
81-90,juttner_2c,U_2,2.9999995426280615,0.0833561641013183
81-90,bose_2c,norm_1,2613.634464783631,198.72885921375473
81-90,bose_2c,temperature_1,0.2765649053421713,0.029771000813575366
81-90,bose_2c,U_1,2.173664670745051,0.3765393478553175
81-90,bose_2c,norm_2,20.751457564762248,1.6679080742204988
81-90,bose_2c,temperature_2,1.099728445579481,0.014448716623235658
81-90,bose_2c,U_2,2.999999993162558,0.12404518741658777
81-90,tsallis_2c,norm_1,23475.289498858205,9746.013937390857
81-90,tsallis_2c,temperature_1,0.06269735970391652,0.008647069386486291
81-90,tsallis_2c,q_1,1.0528313051613856,0.03359289265714216
81-90,tsallis_2c,norm_2,1122.8709519933786,93.71644209135957
81-90,tsallis_2c,temperature_2,0.1750429074699275,0.0038459099428100746
81-90,tsallis_2c,q_2,1.148224929838704,0.001624461140368183
91-100,juttner_1c,norm_1,880.2053315814351,27.72351501048979
91-100,juttner_1c,temperature_1,0.5403085350168312,0.004896550941056621
91-100,juttner_1c,U_1,2.9999992118196315,0.0154269101630784
91-100,bose_1c,norm_1,580.6011980761342,16.2076607110356
91-100,bose_1c,temperature_1,0.5994779861628862,0.00469956282326256
91-100,bose_1c,U_1,2.999999656912891,0.02455727718278311
91-100,tsallis_1c,norm_1,4254.158024467505,146.55753327739194
91-100,tsallis_1c,temperature_1,0.12366781568891262,0.001374358817648108
91-100,tsallis_1c,q_1,1.1759457639835513,0.0009213213794976305
91-100,bgbw,norm_1,28822.36060963587,8066.18289074647
91-100,bgbw,temperature_1,0.1073770990178162,0.009337741341749056
91-100,bgbw,beta_s_1,0.978762352679282,0.0033403167751703267
91-100,bgbw,n_1,1.4898491974256332,0.15005584092654112
91-100,juttner_2c,norm_1,5346.905357570634,257.0407456763237
91-100,juttner_2c,temperature_1,0.3007881407897208,0.0045729728683103765
91-100,juttner_2c,U_1,2.9997841315043514,0.09010440576137513
91-100,juttner_2c,norm_2,45.85575205978242,3.229972030491478
91-100,juttner_2c,temperature_2,1.001029496768889,0.012230527668469826
91-100,juttner_2c,U_2,2.9999948345223424,0.07275240506090208
91-100,bose_2c,norm_1,32.52201708275995,2.6825578902631957
91-100,bose_2c,temperature_1,1.0592870179063532,0.014827671145433263
91-100,bose_2c,U_1,2.9999974737437745,0.11950120661049612
91-100,bose_2c,norm_2,3233.5585875724523,239.25738343301168
91-100,bose_2c,temperature_2,0.2449799385990347,0.01973552290250001
91-100,bose_2c,U_2,1.9228020719805896,0.2744338061355095
91-100,tsallis_2c,norm_1,1094.4187414306473,109.202359950946
91-100,tsallis_2c,temperature_1,0.18256890567412548,0.004731504848871179
91-100,tsallis_2c,q_1,1.1487563743792901,0.0019264281566919728
91-100,tsallis_2c,norm_2,28303.171861541367,12044.145489171126
91-100,tsallis_2c,temperature_2,0.0611502640227271,0.00877132758998505
91-100,tsallis_2c,q_2,1.0689566538571724,0.03553616728250564
