,norm_1,temperature_1,beta_s_1,n_1
norm_1,25557.62939671467,-0.31875131961347447,0.22605414651542563,0.0004397667579665608
temperature_1,-0.31875131961347447,4.098551954239298e-06,-3.0121044543491006e-06,-6.482959759498937e-09
beta_s_1,0.22605414651542563,-3.0121044543491006e-06,2.538459213976665e-06,1.9782776768368956e-09
n_1,0.0004397667579665608,-6.482959759498937e-09,1.9782776768368956e-09,1.071304683573743e-08
