,norm_1,temperature_1,U_1
norm_1,1860.402075934168,-0.20793282383761788,-1.9751882894052786e-07
temperature_1,-0.20793282383761788,2.4304583986609402e-05,-3.6292019292940735e-10
U_1,-1.9751882894052786e-07,-3.6292019292940735e-10,4.898811326842524e-10
