,norm_1,temperature_1,q_1
norm_1,11484.797600458971,-0.13125040697433255,0.07137893837996116
temperature_1,-0.13125040697433255,1.5571832987003417e-06,-8.921182484339594e-07
q_1,0.07137893837996116,-8.921182484339594e-07,6.131521905131714e-07
