,norm_1,temperature_1,U_1
norm_1,679.2039427464645,-0.12325107465213901,6.257054485754754e-07
temperature_1,-0.12325107465213901,2.318349485540039e-05,2.99690248531464e-09
U_1,6.257054485754754e-07,2.99690248531464e-09,9.481648702802487e-10
