,norm_1,temperature_1,U_1
norm_1,194.56566453683124,-0.06864605685335598,-3.180565406053455e-07
temperature_1,-0.06864605685335598,2.5276765874606745e-05,-2.992806965886486e-09
U_1,-3.180565406053455e-07,-2.992806965886486e-09,6.71103210269707e-10
