,norm_1,temperature_1,beta_s_1,n_1
norm_1,414059053.31989276,-163.76420523657956,45.042096939087905,-1981.5501472192093
temperature_1,-163.76420523657956,6.483333442226414e-05,-1.7815019815535156e-05,0.000788234042196003
beta_s_1,45.042096939087905,-1.7815019815535156e-05,5.009664084614617e-06,-0.00021229347336956583
n_1,-1981.5501472192093,0.000788234042196003,-0.00021229347336956583,0.010029253442368137
