,norm_1,temperature_1,beta_s_1,n_1
norm_1,20034.324271964782,-0.41743157065477293,0.43427167268767863,4.244176199794741e-08
temperature_1,-0.41743157065477293,8.993056234858292e-06,-9.812052873820836e-06,-1.126994572835375e-12
beta_s_1,0.43427167268767863,-9.812052873820836e-06,1.1957395434330472e-05,6.589491958368959e-13
n_1,4.244176199794741e-08,-1.126994572835375e-12,6.589491958368959e-13,1.0369471226620012e-11
