,norm_1,temperature_1,beta_s_1,n_1
norm_1,15055.447934946178,-0.21206524676878166,0.1798720136296104,8.715141270583916e-08
temperature_1,-0.21206524676878166,3.083032210077822e-06,-2.721621042127017e-06,-1.4950740201460592e-12
beta_s_1,0.1798720136296104,-2.721621042127017e-06,2.753220329511265e-06,5.608417613275062e-13
n_1,8.715141270583916e-08,-1.4950740201460592e-12,5.608417613275062e-13,1.0693895937318774e-11
