,norm_1,temperature_1,U_1
norm_1,188.64619113650764,-0.060147595905266686,-2.7571422705311855e-07
temperature_1,-0.060147595905266686,2.005710866252822e-05,-1.829141352853467e-09
U_1,-2.7571422705311855e-07,-1.829141352853467e-09,1.5993639079916826e-10
