,norm_1,temperature_1,q_1
norm_1,6094.883838394532,-0.10180011659071611,0.05255334253993017
temperature_1,-0.10180011659071611,1.7765161610192816e-06,-9.737852498270502e-07
q_1,0.05255334253993017,-9.737852498270502e-07,6.383994152755367e-07
