,norm_1,temperature_1,beta_s_1,n_1
norm_1,916956626.0829136,-1061.349914036093,377.8115726943639,-16821.00571663432
temperature_1,-1061.349914036093,0.001228550494448241,-0.000437313811496738,0.01947538858044041
beta_s_1,377.8115726943639,-0.000437313811496738,0.00015577310008793252,-0.006927061238042289
n_1,-16821.00571663432,0.01947538858044041,-0.006927061238042289,0.3093501609560131
