,norm_1,temperature_1,U_1
norm_1,28.18230231432324,-0.03803028444735045,-9.937540599662732e-07
temperature_1,-0.03803028444735045,5.288927345081999e-05,-3.0589225135533556e-08
U_1,-9.937540599662732e-07,-3.0589225135533556e-08,1.6694464149686456e-07
