,norm_1,temperature_1,U_1
norm_1,86.49631251929621,-0.04327162747872975,-2.4000096789649133e-06
temperature_1,-0.04327162747872975,2.2764943992280684e-05,-2.693473934082911e-08
U_1,-2.4000096789649133e-06,-2.693473934082911e-08,3.71345458070101e-08
