,norm_1,temperature_1,q_1
norm_1,15428.926735872961,-0.15966618243732045,0.08932805147384704
temperature_1,-0.15966618243732045,1.7130125722135707e-06,-1.0089882495207027e-06
q_1,0.08932805147384704,-1.0089882495207027e-06,7.149637997423237e-07
