,norm_1,temperature_1,U_1
norm_1,154.60757901977368,-0.05884834655316353,-4.296932701917508e-07
temperature_1,-0.05884834655316353,2.331903085631997e-05,-4.600162099207645e-09
U_1,-4.296932701917508e-07,-4.600162099207645e-09,1.5594935611699495e-09
