,norm_1,temperature_1,U_1
norm_1,548.017493982024,-0.10775583086100686,-5.658280158149023e-07
temperature_1,-0.10775583086100686,2.196046474106179e-05,-3.037795633626535e-09
U_1,-5.658280158149023e-07,-3.037795633626535e-09,1.143506926169917e-09
