,norm_1,temperature_1,U_1
norm_1,57.048790424460236,-0.032482875710195196,-9.124808011480943e-07
temperature_1,-0.032482875710195196,1.9265321732148673e-05,-9.435609725559097e-09
U_1,-9.124808011480943e-07,-9.435609725559097e-09,3.2640891602890956e-08
