,norm_1,temperature_1,beta_s_1,n_1
norm_1,20607.560297932523,-0.2707396289316807,0.2056702351389437,3.468801653423142e-07
temperature_1,-0.2707396289316807,3.6671543413565662e-06,-2.889481214633219e-06,-5.438255667163526e-12
beta_s_1,0.2056702351389437,-2.889481214633219e-06,2.6027892022897826e-06,1.8424265047967003e-12
n_1,3.468801653423142e-07,-5.438255667163526e-12,1.8424265047967003e-12,6.204337243073879e-13
