,norm_1,temperature_1,q_1
norm_1,8257.558882198207,-0.12714136396462405,0.0646951971560948
temperature_1,-0.12714136396462405,2.0430057654802967e-06,-1.101402778849082e-06
q_1,0.0646951971560948,-1.101402778849082e-06,7.078097635952408e-07
