,norm_1,temperature_1,q_1
norm_1,91082.70174616642,-0.5027771214385541,0.3533689759982992
temperature_1,-0.5027771214385541,2.8626538386785854e-06,-2.127602664976239e-06
q_1,0.3533689759982992,-2.127602664976239e-06,1.993917123223119e-06
