,norm_1,temperature_1,beta_s_1,n_1
norm_1,18118231.238743745,-50.60479810637782,20.092880475601582,-1048.958943619383
temperature_1,-50.60479810637782,0.00014143336747234438,-5.613102324182117e-05,0.002938180276976399
beta_s_1,20.092880475601582,-5.613102324182117e-05,2.248667273022434e-05,-0.0011549709102313555
n_1,-1048.958943619383,0.002938180276976399,-0.0011549709102313555,0.062197543877491136
