,norm_1,temperature_1,U_1
norm_1,749.2094994972664,-0.13749959780850737,1.0251573824848236e-06
temperature_1,-0.13749959780850737,2.646208014774626e-05,2.8157508735583716e-09
U_1,1.0251573824848236e-06,2.8157508735583716e-09,1.3259528283740117e-08
