,norm_1,temperature_1,U_1
norm_1,161.1170954408361,-0.05472133138667848,-1.6695913867772897e-06
temperature_1,-0.05472133138667848,1.9406066101143006e-05,-1.2291044559830255e-08
U_1,-1.6695913867772897e-06,-1.2291044559830255e-08,7.043903446749193e-09
