group_label,model_name,component_count,success,chi2,ndf,chi2_ndf,fit_quality_flag,aic,bic,edm,has_accurate_covar,seed_index
71-80,manuscript_juttner,1,True,9314.860592235076,44,211.70137709625172,poor,9320.860592235076,9326.411035040206,2.8645851277635638e-06,True,9
71-80,exact_bose_einstein,1,True,8182.625328522728,44,185.96875746642561,poor,8188.625328522728,8194.175771327858,8.615251442036318e-06,True,9
71-80,tsallis,1,True,844.1969886715732,44,19.186295197081208,poor,850.1969886715732,855.7474314767034,1.174923198766753e-06,True,5
71-80,blast_wave,1,True,1134.6651024855498,43,26.387560522919763,poor,1142.6651024855498,1150.06569289239,2.354508061074648e-06,True,10
71-80,manuscript_juttner,2,False,2354.2448615326393,41,57.42060637884486,poor,2366.2448615326393,2377.3457471428997,0.22858433122186067,True,1
71-80,exact_bose_einstein,2,False,2071.322006990963,41,50.5200489509991,poor,2083.322006990963,2094.4228926012233,0.05800520099137764,True,1
71-80,tsallis,2,True,83.97174547462873,41,2.0480913530397253,ok,95.97174547462873,107.07263108488908,5.4697036669693684e-05,True,2
81-90,manuscript_juttner,1,True,8737.213423401188,44,198.573032350027,poor,8743.213423401188,8748.763866206318,1.8760248120082583e-06,True,1
81-90,exact_bose_einstein,1,True,7592.394166818577,44,172.5544128822404,poor,7598.394166818577,7603.944609623707,9.194326068709389e-06,True,3
81-90,tsallis,1,True,851.5290925265466,44,19.35293392105788,poor,857.5290925265466,863.0795353316768,5.104126415713958e-09,True,7
81-90,blast_wave,1,True,932.2790653891697,43,21.68090849742255,poor,940.2790653891697,947.6796557960099,2.8418396495134652e-06,True,26
81-90,manuscript_juttner,2,False,2094.9366684973,41,51.096016304812196,poor,2106.9366684973,2118.0375541075605,0.28591341490895217,True,1
81-90,exact_bose_einstein,2,False,1840.1869424821105,41,44.8826083532222,poor,1852.1869424821105,1863.2878280923708,0.016972009887699025,True,1
81-90,tsallis,2,True,851.5290949341972,41,20.769002315468224,poor,863.5290949341972,874.6299805444576,1.7627760124290795e-06,False,9
91-100,manuscript_juttner,1,True,8108.667852538422,44,184.2879057395096,poor,8114.667852538422,8120.218295343552,2.537566508626957e-06,True,1
91-100,exact_bose_einstein,1,True,6967.057378834437,44,158.34221315532812,poor,6973.057378834437,6978.607821639567,5.488693289498526e-06,True,3
91-100,tsallis,1,True,863.0355334469479,44,19.614443941976088,poor,869.0355334469479,874.585976252078,2.083948472147162e-06,True,6
91-100,blast_wave,1,True,716.7507143165222,43,16.668621263174938,poor,724.7507143165222,732.1513047233625,9.558500207280647e-05,True,15
91-100,manuscript_juttner,2,False,1801.0244217151994,41,43.92742491988291,poor,1813.0244217151994,1824.1253073254597,0.11662365524654841,False,3
91-100,exact_bose_einstein,2,True,1586.2107161686833,41,38.68806624801667,poor,1598.2107161686833,1609.3116017789437,0.0005848911524577469,False,6
91-100,tsallis,2,True,66.04045743086951,41,1.610742864167549,ok,78.04045743086951,89.14134304112986,4.468927229682809e-06,True,3
